id,eng_name,malay_name,family
3007,Tarenna costata Merr.,,
3008,Tarenna cumingiana (Vidal) Elmer,,
3009,Tarenna debilis Ridl.,,
3010,Tarenna fragrans (Blume) Koord.,,
3011,Tarenna mollis S.Moore,,
3012,Tarenna oblanceolata Ridl.,,
3013,Tarenna winkleri Valeton,,
3014,"Tarennoides wallichii** ?""",,
3015,Teijsmanniodendron bintuluense Moldenke,,
3016,Teijsmanniodendron coriaceum (C.B.Clarke) Kosterm.,,
3017,Teijsmanniodendron hollrungii (Warb.) Kosterm.,,
3018,"Teijsmanniodendron pendulum Kosterm.
 ( syn = Teijsmanniodendron bogoriense Koord..)",,
3019,Teijsmanniodendron phyllum ?,,
3020,Teijsmanniodendron simplicifolium Merr.,,
3021,Teijsmanniodendron simplicioides Kosterm.,,
3022,Teijsmanniodendron smilacifolium (H.H.W.Pearson) Kosterm.,,
3023,Teijsmanniodendron subspicatum (Hallier f.) Kosterm.,,
3024,Terminalia creaghii Ridl.,,
3025,Ternstroemia aneura Miq.,,
3026,Ternstroemia denticatula Choisy,,
3027,Ternstroemia elongata Koord.,,
3028,Ternstroemia glabra** ?,,
3029,Ternstroemia hosei Ridl.,,
3030,Ternstroemia lowii Stapf,,
3031,Ternstroemia magnifica Stapf ex Ridl.,,
3032,Ternstroemia microcalyx Krug & Urb.,,
3033,Ternstroemia philippinensis Merr.,,
3034,Ternstroemia valdinervosa** ?,,
3035,Timonius borneensis Valeton,,
3036,Timonius esherianus W.W.Sm.,,
3037,"Timonius flavescens (Jacq.) Baker
(syn = Timonius mutabilis (Korth.) Walp.)",,
3038,Timonius involucratus Merr.,,
3039,Triadica cochinchinensis Lour.,,
3040,Trichadenia philippinensis Merr.,,
3041,Trigonachras acuta (Hiern) Radlk.,,
3042,Trigonostemon capillipes (Hook. f.) Airy Shaw,,
3043,Trigonostemon elmeri Merr.,,
3044,Trigonostemon laevigatus Müll.-Arg.,,
3045,Trigonostemon villosus Hook.f.,,
3046,Trigonostemon viridissimus (Kurz) Airy Shaw,,
3047,"Trigonostemon viridissimus (Kurz) Airy Shaw
(syn = Trigonostemon sumatranus Pax & K.Hoffm.)",,
3048,Tristaniopsis anomala (Merr.) P.G.Wilson & J.T.Waterh.,,
3049,Tristaniopsis bilocularis (Stapf) P.G.Wilson & J.T.Waterh.,,
3050,Tristaniopsis mucronata* ?,,
3051,Tristaniopsis obovata P.G. Wilson & J.T. Waterhouse,,
3052,Tristaniopsis sumatrana* ?,,
3053,Tristiropsis ferruginea Leenh.,,
3054,Trochocarpa celebica (J.J.Sm.) Steenis,,
3055,Turpinia nitida Merr.& Perry,,
3056,Turpinia stipulacea B.L.Linden,,
3057,Uittienia modesta Steenis,,
3058,Urobotrya parviflora Hiepko,,
3059,"Urophyllum blumeanum (Wight) Hook.f.
(syn = Urophyllum streptopodium Wall.)",,
3060,"Urophyllum borneense Miq.
(syn = Pleiocarpidia borneensis (Miq.) Bremekamp)",,
3061,Urophyllum congestiflorum Ridl.,,
3062,Urophyllum corymbosum Korth.,,
3063,Urophyllum cyphandrum Stapf,,
3064,"Urophyllum enneandrum (Wight) Ridl.
(syn = Pleiocarpidia paniculata (Ridl.) Bremekamp)",,
3065,Urophyllum griffithianum Hook.f.,,
3066,Urophyllum hirsutum Hook.f.,,
3067,Urophyllum kinabaluensis** ?,,
3068,Urophyllum longidens Stapf,,
3069,Urophyllum macrophyllum Korth.,,
3070,Urophyllum nigricans Wernham,,
3071,"Urophyllum polyneurum Miq.
(syn = Pleiocarpidia polyneura (Miq.) Bremekamp)",,
3072,Urophyllum salicifolium Stapf,,
3073,Urophyllum schefflera** ?,,
3074,Urophyllum subanusum** ?,,
3075,Vaccinium bancanum Miq.,,
3076,Vaccinium bancanum var. bancanum Miq.,,
3077,Vaccinium bancanum var. kemulense J.J.Sm. ex Sleumer,,
3078,Vaccinium bancanum var. tenuinervium J.J.Sm.,,
3079,Vatica granulata Slooten subsp. sabaensis P.S.Ashton,,
3080,Vatica mangachapoi Blanco subsp. obtusifolia (Elmer) P.S.Ashton,,
3081,Vatica perakensis King,,
3082,Vatica rynchocarpa P.S.Ashton,,
3083,Vatica umbonata (Hook. f.) Burck subsp. acrocarpa (Slooten) P.S.Ashton,,
3084,Vitex negundo L.,,
3085,Vitex trifolia (Willd.) Moldenke,,
3086,Voacanga foetida (Blume) Rolfe,,
3087,Walsura decipiens D.J.Mabberley,,
3088,Walsura dehiscens T.P.Clark,,
3089,Weinmannia aphanoneura Airy Shaw,,
3090,Weinmannia dulitensis Airy Shaw,,
3091,Weinmannia fraxinea (D.Don) Miq.,,
3092,"Wendlandia tombuyukonensis S. Suzana, J.T. Pereira & J.B. Sugau",,
3093,Wikstroemia androsaemifolia Decne.,,
3094,Wikstroemia brachyantha Merr.,,
3095,Wikstroemia indica C.A.Mey,,
3096,Woodiellantha sympetala (Merr.) Rauschert,,
3097,Xanthophyllum beccarianum Chod.,,
3098,Xanthophyllum bicolor (W.J.de Wilde) Duyfjes,,
3099,Xanthophyllum borneense Miq.,,
3100,Xanthophyllum brachystachyum (W.J.de Wilde) Duyfjes,,
3101,Xanthophyllum cf. ceraceifolium Meijden,,
3102,Xanthophyllum cf. ferrugineum Meijden,,
3103,Xanthophyllum cf. grifithii Hook.f. ex A.W.Benn. subsp. angustifolium (Ng) Meijden,,
3104,Xanthophyllum cf. kalimantanum Meijden,,
3105,Xanthophyllum citrifolium Chod.,,
3106,Xanthophyllum clovis (Steenis ex Meijden) Meijden,,
3107,Xanthophyllum curtisii King,,
3108,Xanthophyllum discolor Chod.,,
3109,Xanthophyllum havilandii Chod.,,
3110,Xanthophyllum heterophyllum Meijden,,
3111,Xanthophyllum lineare (Meijden) W.J.de Wilde & Duyfjes,,
3112,"Xanthophyllum lineare (Meijden) W.J.de Wilde & Duyfjes
(syn = Xanthophyllum adenotus var. lineare Meijden)",,
3113,Xanthophyllum longum W.J.de Wilde & Duyfjes,,
3114,Xanthophyllum montanum Meijden,,
3115,Xanthophyllum nitidum W.J.de Wilde & Duyfjes,,
3116,Xanthophyllum pachycarpon W.J.de Wilde & Duyfjes,,
3117,Xanthophyllum parvum Chod.,,
3118,Xanthophyllum pedicellatum Meijden,,
3119,Xanthophyllum penibukanense Heine,,
3120,Xanthophyllum pulchrum King,,
3121,Xanthophyllum resupinatum Meijden,,
3122,Xanthophyllum reticulatum Chodat,,
3123,Xanthophyllum schixocarpon Chodat,,
3124,Xanthophyllum trichocladum Chodat,,
3125,Xerospermum laevigatum Radlk.,,
3126,Xylocarpus moluccensis (Lam) M.J.Roem.,,
3127,Xylosma suluense Merr.,,
3128,Zanthoxylum avicennae (Lam.) DC.,,
3129,Zanthoxylum myriacanthum Wall. ex Hook.f.,,
3130,Zapoteca portoricensis (Jacq.) H.M. Hern.,,
3131,Zollingeria borneensis Adena,,
